version,caseid,profile_gender,profile_age,profile_state,profile_relig,w3qual,w3p_ideo,w3reg,w3regstate,w3turnout,w3hsvote,w3hswho,w3dthonest,w3dem1honest,w3socmedia2_f,w3socmedia2_i,w3socmedia2_s,w3socmedia2_t,w3startdt,w3enddt,w3device
ANES 2020-22 Social Media Study 20230705,761,2,35,CA,2,1,-6,1,-1,1,2,-1,5,5,1,1,1,2,11/10/2022 12:59,11/10/2022 20:08,Smartphone
ANES 2020-22 Social Media Study 20230705,762,1,31,NY,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,763,1,37,CA,1,1,-6,1,-1,4,1,2,5,5,1,2,2,2,11/10/2022 20:59,11/12/2022 8:32,Smartphone
ANES 2020-22 Social Media Study 20230705,764,2,58,KS,11,1,-6,2,-1,1,2,-1,3,4,1,2,2,2,11/10/2022 17:57,11/11/2022 14:47,Desktop
ANES 2020-22 Social Media Study 20230705,765,1,72,OH,14,1,-6,1,-1,4,1,1,5,3,1,2,2,2,11/12/2022 16:18,11/12/2022 17:15,Smartphone
ANES 2020-22 Social Media Study 20230705,766,1,59,TN,1,1,-6,1,-1,4,1,1,5,5,1,2,2,2,11/10/2022 13:38,11/10/2022 14:01,Desktop
ANES 2020-22 Social Media Study 20230705,767,2,72,OH,2,1,-6,1,-1,4,1,1,5,3,1,2,2,2,11/10/2022 18:13,11/10/2022 19:34,Smartphone
ANES 2020-22 Social Media Study 20230705,768,2,61,IA,9,1,-6,1,-1,4,1,2,3,5,2,2,2,2,11/10/2022 14:21,11/10/2022 14:39,Desktop
ANES 2020-22 Social Media Study 20230705,769,1,64,PA,2,1,-6,1,-1,4,1,1,5,1,-1,-1,-1,-1,11/11/2022 10:46,11/11/2022 11:12,Desktop
ANES 2020-22 Social Media Study 20230705,770,2,60,CA,1,1,-6,1,-1,4,2,-1,4,5,1,1,2,2,11/10/2022 19:23,11/10/2022 20:01,Desktop
ANES 2020-22 Social Media Study 20230705,771,1,66,FL,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,772,1,71,FL,9,1,2,1,-1,4,1,1,5,1,2,2,2,2,11/17/2022 11:27,11/17/2022 12:56,Desktop
ANES 2020-22 Social Media Study 20230705,773,1,53,CA,14,1,-6,1,-1,4,1,1,5,4,1,1,2,2,11/9/2022 13:41,11/9/2022 14:23,Desktop
ANES 2020-22 Social Media Study 20230705,774,2,26,WA,12,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,775,2,66,OH,14,1,-6,1,-1,4,1,1,5,1,1,1,2,2,11/10/2022 18:35,11/10/2022 19:49,Smartphone
ANES 2020-22 Social Media Study 20230705,776,1,43,MO,12,1,3,1,-1,1,2,-1,3,4,1,1,2,1,11/17/2022 21:29,11/17/2022 22:05,Smartphone
ANES 2020-22 Social Media Study 20230705,777,1,46,MD,14,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,778,1,38,IL,11,1,-6,1,-1,4,1,2,1,5,1,-7,-7,-7,11/9/2022 15:41,11/9/2022 16:00,Smartphone
ANES 2020-22 Social Media Study 20230705,779,2,34,WI,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,780,1,23,VA,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,781,1,43,VA,14,1,-6,1,-1,4,1,2,5,5,1,1,2,2,11/10/2022 19:37,11/10/2022 20:57,Smartphone
ANES 2020-22 Social Media Study 20230705,782,2,55,IL,14,1,-6,1,-1,4,1,1,5,1,1,1,2,1,11/14/2022 8:29,11/14/2022 8:43,Desktop
ANES 2020-22 Social Media Study 20230705,783,1,34,CA,14,1,-6,1,-1,3,2,-1,2,5,1,1,1,1,11/14/2022 14:49,11/14/2022 15:25,Smartphone
ANES 2020-22 Social Media Study 20230705,784,1,61,MO,1,1,6,1,-1,4,2,-1,3,5,1,1,2,1,11/10/2022 16:08,11/10/2022 16:29,Desktop
ANES 2020-22 Social Media Study 20230705,785,1,49,MI,12,1,-6,1,-1,4,1,3,5,3,1,2,2,2,11/14/2022 7:53,11/14/2022 8:33,Desktop
ANES 2020-22 Social Media Study 20230705,786,2,26,CA,10,1,-6,1,-1,1,2,-1,5,3,2,1,2,1,11/12/2022 20:35,11/12/2022 21:03,Smartphone
ANES 2020-22 Social Media Study 20230705,787,1,21,CO,14,1,-6,1,-1,4,1,3,5,5,2,2,1,1,11/10/2022 14:09,11/11/2022 23:55,Desktop
ANES 2020-22 Social Media Study 20230705,788,1,62,AL,12,1,3,1,-1,4,1,1,5,3,1,2,2,2,11/10/2022 16:21,11/10/2022 17:15,Desktop
ANES 2020-22 Social Media Study 20230705,789,1,41,MI,10,1,-6,1,-1,4,1,1,5,3,1,-7,-7,-7,11/10/2022 18:18,11/10/2022 18:48,Desktop
ANES 2020-22 Social Media Study 20230705,790,2,34,CA,-1,-6,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,791,2,36,IL,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,793,1,46,NM,12,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,794,1,76,OH,2,1,-6,1,-1,4,1,1,5,2,-1,-1,-1,-1,11/9/2022 12:36,11/9/2022 13:14,Desktop
ANES 2020-22 Social Media Study 20230705,795,1,62,NM,1,1,-6,1,-1,4,1,2,4,5,1,-7,-7,-7,11/9/2022 12:39,11/9/2022 13:02,Desktop
ANES 2020-22 Social Media Study 20230705,796,1,72,VA,1,1,-6,1,-1,4,1,1,5,2,2,2,2,2,11/9/2022 19:15,11/9/2022 19:53,Smartphone
ANES 2020-22 Social Media Study 20230705,797,1,31,CO,1,1,-6,1,-1,1,2,-1,4,5,-1,-1,-1,-1,11/12/2022 15:38,11/12/2022 16:09,Smartphone
ANES 2020-22 Social Media Study 20230705,798,1,34,WI,12,1,-6,1,-1,4,1,2,5,2,1,1,1,1,11/10/2022 17:41,11/10/2022 18:02,Smartphone
ANES 2020-22 Social Media Study 20230705,799,2,72,GA,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,800,2,25,TN,11,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,801,1,64,MN,1,1,-6,1,-1,4,1,2,2,5,2,2,2,2,11/10/2022 17:41,11/10/2022 18:04,Desktop
ANES 2020-22 Social Media Study 20230705,802,2,68,GA,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,803,2,29,MN,1,1,-6,1,-1,4,1,1,5,2,2,1,2,1,12/1/2022 10:38,12/1/2022 10:52,Smartphone
ANES 2020-22 Social Media Study 20230705,804,1,57,CA,1,1,-6,1,-1,4,1,2,5,5,2,2,2,1,11/10/2022 21:48,11/10/2022 22:17,Smartphone
ANES 2020-22 Social Media Study 20230705,805,1,69,TX,1,1,-6,1,-1,4,1,2,2,4,2,2,2,2,11/18/2022 7:27,11/18/2022 8:02,Desktop
ANES 2020-22 Social Media Study 20230705,806,2,75,SD,1,1,-6,1,-1,4,1,2,2,5,1,2,2,2,11/9/2022 16:31,11/9/2022 17:09,Desktop
ANES 2020-22 Social Media Study 20230705,807,1,69,CA,9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,808,2,42,PA,1,-6,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,809,2,74,OR,10,1,-6,1,-1,4,1,1,5,3,2,2,2,2,11/11/2022 11:24,11/11/2022 12:18,Desktop
ANES 2020-22 Social Media Study 20230705,810,1,65,TX,1,1,4,1,-1,4,1,1,5,1,1,2,2,2,11/11/2022 5:08,11/11/2022 5:32,Desktop
ANES 2020-22 Social Media Study 20230705,811,2,53,NY,10,1,-6,1,-1,4,2,-1,5,5,1,1,2,2,11/10/2022 15:13,11/10/2022 15:32,Desktop
ANES 2020-22 Social Media Study 20230705,812,1,39,NY,11,1,-6,1,-1,4,1,2,3,5,1,2,2,2,11/17/2022 12:59,11/17/2022 13:15,Smartphone
ANES 2020-22 Social Media Study 20230705,813,2,39,CT,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,814,1,69,CA,1,1,-6,1,-1,4,1,2,1,5,2,2,2,2,11/11/2022 9:38,11/11/2022 10:09,Desktop
ANES 2020-22 Social Media Study 20230705,815,1,37,TX,11,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,816,1,37,TX,12,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,817,2,57,AZ,14,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,818,2,28,TX,12,1,-6,1,-1,4,1,1,5,4,1,1,2,2,11/18/2022 14:31,11/19/2022 9:40,Smartphone
ANES 2020-22 Social Media Study 20230705,819,2,40,NC,12,1,-6,3,-1,1,1,1,5,2,1,1,2,2,11/10/2022 16:52,11/10/2022 17:39,Smartphone
ANES 2020-22 Social Media Study 20230705,820,2,78,CA,1,1,-6,1,-1,4,1,1,5,1,-1,-1,-1,-1,11/10/2022 15:37,11/10/2022 16:01,Desktop
ANES 2020-22 Social Media Study 20230705,821,1,69,OH,2,1,-6,1,-1,4,1,1,5,1,1,2,2,2,11/10/2022 22:09,11/10/2022 22:29,Desktop
ANES 2020-22 Social Media Study 20230705,822,1,69,KY,1,1,-6,1,-1,4,1,2,4,5,1,-7,-7,2,11/9/2022 12:48,11/9/2022 13:24,Smartphone
ANES 2020-22 Social Media Study 20230705,823,2,39,TX,1,1,-6,1,-1,4,1,1,5,3,1,2,2,2,11/17/2022 10:56,11/21/2022 13:03,Smartphone
ANES 2020-22 Social Media Study 20230705,824,2,33,CA,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,825,2,71,MD,12,1,-6,1,-1,4,1,1,5,2,1,1,2,2,11/10/2022 18:00,11/11/2022 10:14,Desktop
ANES 2020-22 Social Media Study 20230705,826,2,27,TX,2,1,3,2,-1,1,2,-1,3,3,1,2,1,2,11/10/2022 14:40,11/17/2022 10:59,Smartphone
ANES 2020-22 Social Media Study 20230705,827,2,33,NV,11,1,-6,1,-1,1,2,-1,3,3,1,1,1,-7,11/10/2022 10:48,11/10/2022 11:02,Smartphone
ANES 2020-22 Social Media Study 20230705,828,1,59,CA,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,829,2,72,TX,2,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,830,1,44,NJ,12,1,2,1,-1,4,1,1,5,2,1,2,2,2,11/10/2022 19:39,11/10/2022 20:03,Smartphone
ANES 2020-22 Social Media Study 20230705,831,2,57,MO,14,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,832,1,69,IL,1,1,-6,1,-1,4,1,1,5,5,1,-7,-7,-7,11/12/2022 9:37,11/12/2022 10:21,Smartphone
ANES 2020-22 Social Media Study 20230705,833,1,48,IL,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,834,1,38,MN,11,1,-6,1,-1,4,1,2,5,5,1,1,2,2,11/17/2022 19:53,11/17/2022 20:26,Smartphone
ANES 2020-22 Social Media Study 20230705,835,2,34,NM,10,1,4,1,-1,1,2,-1,5,3,1,1,2,2,11/10/2022 14:52,11/10/2022 15:08,Smartphone
ANES 2020-22 Social Media Study 20230705,836,1,31,CO,10,-6,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,838,2,53,FL,12,1,-6,1,GA,1,2,-1,5,3,1,1,2,2,11/10/2022 20:35,11/13/2022 13:29,Smartphone
ANES 2020-22 Social Media Study 20230705,839,1,32,IN,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,840,1,73,PA,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,841,1,47,LA,2,1,-6,1,-1,4,1,2,3,5,1,1,2,1,11/12/2022 14:44,11/12/2022 15:03,Smartphone
ANES 2020-22 Social Media Study 20230705,842,1,49,OK,11,1,2,1,-1,4,1,1,4,2,2,2,2,2,11/11/2022 8:23,11/11/2022 9:09,Smartphone
ANES 2020-22 Social Media Study 20230705,843,2,76,AZ,9,1,-6,1,-1,4,1,1,5,1,1,2,2,2,11/12/2022 16:14,11/12/2022 16:54,Desktop
ANES 2020-22 Social Media Study 20230705,844,1,53,OH,12,1,-6,1,-1,4,1,2,3,5,2,2,2,2,11/11/2022 16:12,11/11/2022 16:44,Smartphone
ANES 2020-22 Social Media Study 20230705,845,1,77,MT,1,1,-6,1,-1,4,1,2,5,3,1,2,2,2,11/10/2022 18:40,11/10/2022 19:42,Desktop
ANES 2020-22 Social Media Study 20230705,846,2,36,CO,2,-6,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,847,2,45,IN,1,1,-6,1,-1,4,1,1,5,3,1,1,1,2,11/10/2022 14:23,11/12/2022 15:23,Smartphone
ANES 2020-22 Social Media Study 20230705,848,1,67,CA,9,1,-6,1,-1,4,1,1,5,2,2,2,2,2,11/10/2022 11:18,11/10/2022 11:58,Desktop
ANES 2020-22 Social Media Study 20230705,849,2,28,ID,11,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,850,2,80,CT,12,1,-6,1,-7,4,1,2,3,5,2,2,2,2,11/10/2022 18:38,11/10/2022 19:54,Desktop
ANES 2020-22 Social Media Study 20230705,851,2,60,MD,1,1,-6,1,-1,4,1,1,1,1,-1,-1,-1,-1,11/13/2022 21:06,11/13/2022 21:57,Smartphone
ANES 2020-22 Social Media Study 20230705,852,1,26,OH,12,1,4,1,-1,4,1,2,5,5,1,2,2,2,11/10/2022 20:07,11/10/2022 20:44,Desktop
ANES 2020-22 Social Media Study 20230705,853,2,67,IL,1,1,-6,1,-1,4,1,1,5,5,1,1,1,1,11/10/2022 14:32,11/10/2022 14:52,Smartphone
ANES 2020-22 Social Media Study 20230705,854,1,36,LA,2,1,-6,1,-1,4,1,3,5,5,1,2,2,2,12/12/2022 18:19,12/12/2022 18:43,Smartphone
ANES 2020-22 Social Media Study 20230705,855,2,26,MO,10,1,-6,1,-1,4,1,1,5,3,2,1,1,2,11/12/2022 19:49,11/14/2022 13:13,Smartphone
ANES 2020-22 Social Media Study 20230705,856,2,48,MO,14,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,857,1,58,CA,11,1,-6,1,-1,4,1,2,2,5,2,1,2,2,11/13/2022 6:59,11/13/2022 7:31,Desktop
ANES 2020-22 Social Media Study 20230705,858,1,48,SD,11,1,-6,1,-1,4,1,2,3,5,1,2,1,1,11/12/2022 6:06,11/12/2022 6:22,Smartphone
ANES 2020-22 Social Media Study 20230705,859,1,53,FL,11,1,-6,1,-1,4,1,1,5,3,1,1,2,2,11/10/2022 18:41,11/10/2022 19:02,Smartphone
ANES 2020-22 Social Media Study 20230705,860,2,62,NY,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,861,2,24,DC,12,1,-6,1,-1,3,2,-1,5,4,1,1,1,2,12/22/2022 17:39,12/22/2022 17:58,Smartphone
ANES 2020-22 Social Media Study 20230705,862,2,54,VA,1,1,4,1,-1,4,1,1,5,4,1,2,1,2,11/11/2022 7:59,12/11/2022 22:37,Smartphone
ANES 2020-22 Social Media Study 20230705,863,2,41,CA,2,1,-6,1,-1,4,1,2,5,5,2,1,1,2,11/10/2022 12:40,11/10/2022 20:48,Smartphone
ANES 2020-22 Social Media Study 20230705,864,1,73,CA,1,1,-6,1,-1,4,1,1,5,1,2,1,2,1,12/24/2022 15:16,12/24/2022 16:11,Desktop
ANES 2020-22 Social Media Study 20230705,865,1,35,GA,1,1,-6,1,-1,4,1,1,5,2,1,1,2,2,11/10/2022 20:04,11/10/2022 20:20,Smartphone
ANES 2020-22 Social Media Study 20230705,866,1,73,CA,11,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,867,2,73,SC,2,1,6,1,-1,4,1,2,2,5,-1,-1,-1,-1,11/10/2022 15:37,11/10/2022 16:03,Desktop
ANES 2020-22 Social Media Study 20230705,868,2,25,WA,10,1,-6,1,-1,4,1,1,5,5,1,1,2,1,11/10/2022 11:08,11/11/2022 7:11,Smartphone
ANES 2020-22 Social Media Study 20230705,869,1,40,DC,14,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,870,2,35,TN,11,1,4,1,-1,4,1,3,5,1,1,1,2,1,11/18/2022 18:52,11/18/2022 19:34,Desktop
ANES 2020-22 Social Media Study 20230705,871,2,77,NE,1,-6,6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,872,1,65,MD,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,873,2,28,OH,10,1,-6,1,-1,1,2,-1,3,4,1,1,1,1,11/10/2022 17:03,11/10/2022 17:29,Smartphone
ANES 2020-22 Social Media Study 20230705,874,1,58,CA,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,875,2,43,TX,1,1,-6,1,-1,2,2,-1,5,5,1,2,2,2,11/10/2022 13:17,11/10/2022 13:43,Smartphone
ANES 2020-22 Social Media Study 20230705,876,1,64,MD,1,1,-6,1,-1,4,1,1,5,3,-1,-1,-1,-1,11/10/2022 15:02,11/10/2022 15:30,Desktop
ANES 2020-22 Social Media Study 20230705,877,1,71,KY,9,1,-6,1,-1,4,1,1,5,2,2,2,2,2,11/10/2022 16:42,11/10/2022 17:30,Desktop
ANES 2020-22 Social Media Study 20230705,878,2,29,CA,9,1,2,1,-1,4,1,1,5,3,1,1,1,1,11/10/2022 21:12,11/10/2022 22:06,Smartphone
ANES 2020-22 Social Media Study 20230705,879,1,27,OR,14,1,-6,1,-1,4,1,1,5,2,1,2,2,1,11/10/2022 12:15,11/10/2022 12:29,Desktop
ANES 2020-22 Social Media Study 20230705,880,2,33,TX,1,1,-6,1,-1,2,2,-1,5,3,1,1,1,1,11/17/2022 21:14,11/18/2022 0:59,Desktop
ANES 2020-22 Social Media Study 20230705,881,2,28,NY,14,1,-6,1,-1,3,2,-1,4,4,2,1,2,1,11/16/2022 0:47,11/16/2022 1:07,Smartphone
ANES 2020-22 Social Media Study 20230705,882,1,80,ID,14,1,-6,1,-1,4,1,2,2,5,1,2,-7,2,11/10/2022 17:01,11/10/2022 18:05,Desktop
ANES 2020-22 Social Media Study 20230705,883,1,69,IN,2,1,6,1,-1,4,1,2,2,5,2,2,2,2,11/12/2022 14:14,11/12/2022 14:36,Desktop
ANES 2020-22 Social Media Study 20230705,884,2,43,CA,11,1,4,1,-1,4,1,2,2,3,1,1,-7,2,11/12/2022 18:15,11/12/2022 20:42,Smartphone
ANES 2020-22 Social Media Study 20230705,885,2,30,OH,11,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,886,1,42,KY,14,1,-6,1,-1,1,2,-1,5,5,1,1,2,2,11/11/2022 19:43,11/11/2022 20:05,Smartphone
ANES 2020-22 Social Media Study 20230705,887,2,33,GA,12,1,-6,1,-1,4,1,2,3,4,1,1,2,2,12/5/2022 20:40,12/5/2022 20:59,Desktop
ANES 2020-22 Social Media Study 20230705,888,2,64,AZ,14,1,-6,1,-1,4,1,1,5,2,2,1,2,2,11/10/2022 18:02,11/10/2022 19:08,Desktop
ANES 2020-22 Social Media Study 20230705,889,1,36,MI,11,1,-6,1,-1,1,2,-1,1,5,1,2,2,2,11/10/2022 16:32,11/10/2022 16:53,Smartphone
ANES 2020-22 Social Media Study 20230705,890,1,23,MA,9,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,891,1,32,DC,1,1,-6,1,-1,4,1,2,5,4,1,1,1,1,11/17/2022 12:57,12/13/2022 18:13,Desktop
ANES 2020-22 Social Media Study 20230705,892,2,40,NY,11,1,-6,2,-1,1,2,-1,3,2,1,2,2,2,11/11/2022 11:52,11/11/2022 12:52,Smartphone
ANES 2020-22 Social Media Study 20230705,893,2,76,OH,1,1,-6,1,-1,4,1,1,5,2,2,2,2,2,11/12/2022 16:15,11/12/2022 16:33,Desktop
ANES 2020-22 Social Media Study 20230705,895,2,76,CA,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,896,2,75,CO,2,1,-6,1,-1,4,1,1,5,3,-1,-1,-1,-1,11/10/2022 18:43,11/10/2022 19:26,Smartphone
ANES 2020-22 Social Media Study 20230705,897,2,24,VA,12,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,898,2,64,MS,1,1,-6,1,-1,4,1,1,5,3,1,-7,-7,2,11/11/2022 21:34,11/11/2022 22:17,Desktop
ANES 2020-22 Social Media Study 20230705,899,1,69,SD,1,1,1,1,-1,4,2,-1,5,2,1,2,2,2,11/10/2022 15:14,11/10/2022 15:49,Desktop
ANES 2020-22 Social Media Study 20230705,900,1,62,WA,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,901,1,40,NY,9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,902,2,46,CA,2,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,903,2,72,NY,14,1,-6,1,-1,4,1,1,5,4,-1,-1,-1,-1,11/11/2022 7:10,11/11/2022 7:33,Desktop
ANES 2020-22 Social Media Study 20230705,904,1,66,NY,2,1,5,1,-1,4,1,2,5,4,2,2,2,2,11/9/2022 15:13,11/9/2022 15:49,Desktop
ANES 2020-22 Social Media Study 20230705,905,2,73,OH,2,1,-6,1,-1,4,1,1,5,2,1,2,2,2,11/10/2022 17:53,11/10/2022 18:27,Desktop
ANES 2020-22 Social Media Study 20230705,906,2,29,IA,9,1,-6,1,-1,4,1,1,5,3,1,2,2,2,12/5/2022 19:26,12/5/2022 21:17,Smartphone
ANES 2020-22 Social Media Study 20230705,907,1,62,MO,9,1,-6,1,-1,4,1,1,5,1,2,2,2,2,11/10/2022 13:13,11/10/2022 13:41,Desktop
ANES 2020-22 Social Media Study 20230705,908,2,48,GA,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,909,1,68,OH,10,1,5,1,-1,4,1,2,5,5,2,2,2,2,11/10/2022 19:51,11/11/2022 19:56,Desktop
ANES 2020-22 Social Media Study 20230705,910,1,61,MA,2,1,-6,1,-1,4,1,2,5,5,2,1,2,1,11/10/2022 17:10,11/10/2022 17:39,Smartphone
ANES 2020-22 Social Media Study 20230705,911,1,59,ID,14,1,-6,1,-1,2,2,-1,4,4,1,2,2,2,11/11/2022 7:09,11/11/2022 7:44,Desktop
ANES 2020-22 Social Media Study 20230705,912,2,29,IN,11,1,-6,3,-1,2,2,-1,5,5,1,2,2,2,11/10/2022 17:07,11/10/2022 17:36,Smartphone
ANES 2020-22 Social Media Study 20230705,913,2,68,OK,11,1,-6,1,-1,4,1,2,2,5,1,2,2,2,11/10/2022 13:37,11/10/2022 14:01,Tablet
ANES 2020-22 Social Media Study 20230705,914,1,63,WI,11,1,-6,1,-1,4,2,-1,5,2,2,2,2,2,11/10/2022 17:12,11/10/2022 17:42,Desktop
ANES 2020-22 Social Media Study 20230705,915,2,38,MI,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,916,1,51,IA,1,1,-6,1,-1,4,1,2,3,5,2,2,2,2,12/28/2022 15:21,12/28/2022 15:44,Smartphone
ANES 2020-22 Social Media Study 20230705,917,2,50,CA,1,1,-6,1,-1,4,2,-1,5,5,2,2,2,2,11/11/2022 15:20,11/11/2022 15:53,Smartphone
ANES 2020-22 Social Media Study 20230705,918,1,80,ME,2,1,2,1,-1,4,1,1,5,1,1,2,2,2,11/10/2022 15:16,11/10/2022 15:47,Desktop
ANES 2020-22 Social Media Study 20230705,919,1,41,MO,11,1,-6,1,-1,4,1,1,5,5,2,2,2,1,11/10/2022 13:57,11/10/2022 14:21,Desktop
ANES 2020-22 Social Media Study 20230705,920,2,60,GA,1,1,3,1,-1,4,1,2,3,3,1,2,2,2,11/10/2022 18:22,11/13/2022 18:03,Smartphone
ANES 2020-22 Social Media Study 20230705,921,2,65,ND,14,1,4,1,-1,4,1,3,5,3,2,2,2,2,11/10/2022 20:05,11/10/2022 20:27,Smartphone
ANES 2020-22 Social Media Study 20230705,922,2,34,VA,1,-6,6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,923,2,56,IA,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,924,2,34,OR,9,1,2,1,-1,4,1,1,5,2,1,2,2,2,11/13/2022 13:50,11/13/2022 14:25,Desktop
