version,caseid,profile_gender,profile_age,profile_state,profile_relig,w3qual,w3p_ideo,w3reg,w3regstate,w3turnout,w3hsvote,w3hswho,w3dthonest,w3dem1honest,w3socmedia2_f,w3socmedia2_i,w3socmedia2_s,w3socmedia2_t,w3startdt,w3enddt,w3device
ANES 2020-22 Social Media Study 20230705,910,1,61,MA,2,1,-6,1,-1,4,1,2,5,5,2,1,2,1,2022-11-10 17:10:00,2022-11-10 17:39:00,Smartphone
ANES 2020-22 Social Media Study 20230705,911,1,59,ID,14,1,-6,1,-1,2,2,-1,4,4,1,2,2,2,2022-11-11 07:09:00,2022-11-11 07:44:00,Desktop
ANES 2020-22 Social Media Study 20230705,912,2,29,IN,11,1,-6,3,-1,2,2,-1,5,5,1,2,2,2,2022-11-10 17:07:00,2022-11-10 17:36:00,Smartphone
ANES 2020-22 Social Media Study 20230705,913,2,68,OK,11,1,-6,1,-1,4,1,2,2,5,1,2,2,2,2022-11-10 13:37:00,2022-11-10 14:01:00,Tablet
ANES 2020-22 Social Media Study 20230705,914,1,63,WI,11,1,-6,1,-1,4,2,-1,5,2,2,2,2,2,2022-11-10 17:12:00,2022-11-10 17:42:00,Desktop
ANES 2020-22 Social Media Study 20230705,916,1,51,IA,1,1,-6,1,-1,4,1,2,3,5,2,2,2,2,2022-12-28 15:21:00,2022-12-28 15:44:00,Smartphone
ANES 2020-22 Social Media Study 20230705,917,2,50,CA,1,1,-6,1,-1,4,2,-1,5,5,2,2,2,2,2022-11-11 15:20:00,2022-11-11 15:53:00,Smartphone
ANES 2020-22 Social Media Study 20230705,918,1,80,ME,2,1,2,1,-1,4,1,1,5,1,1,2,2,2,2022-11-10 15:16:00,2022-11-10 15:47:00,Desktop
ANES 2020-22 Social Media Study 20230705,919,1,41,MO,11,1,-6,1,-1,4,1,1,5,5,2,2,2,1,2022-11-10 13:57:00,2022-11-10 14:21:00,Desktop
ANES 2020-22 Social Media Study 20230705,920,2,60,GA,1,1,3,1,-1,4,1,2,3,3,1,2,2,2,2022-11-10 18:22:00,2022-11-13 18:03:00,Smartphone
ANES 2020-22 Social Media Study 20230705,921,2,65,ND,14,1,4,1,-1,4,1,3,5,3,2,2,2,2,2022-11-10 20:05:00,2022-11-10 20:27:00,Smartphone
ANES 2020-22 Social Media Study 20230705,924,2,34,OR,9,1,2,1,-1,4,1,1,5,2,1,2,2,2,2022-11-13 13:50:00,2022-11-13 14:25:00,Desktop
ANES 2020-22 Social Media Study 20230705,925,2,30,WI,1,1,-6,1,-1,4,1,2,4,5,1,1,2,2,2022-11-16 19:41:00,2022-11-16 20:10:00,Smartphone
ANES 2020-22 Social Media Study 20230705,926,1,72,NJ,14,1,-6,1,-1,4,1,1,5,3,2,2,2,2,2022-11-10 17:35:00,2022-11-10 18:06:00,Desktop
ANES 2020-22 Social Media Study 20230705,927,1,62,CA,1,1,-6,1,-1,4,1,1,5,3,1,2,2,2,2022-12-28 09:55:00,2022-12-28 10:32:00,Desktop
ANES 2020-22 Social Media Study 20230705,929,2,51,CO,10,1,-6,1,-1,4,1,1,5,1,1,1,2,2,2022-11-10 20:29:00,2022-11-10 20:49:00,Smartphone
ANES 2020-22 Social Media Study 20230705,931,2,34,TX,2,1,-6,3,-1,3,2,-1,5,4,1,1,1,2,2022-11-21 22:33:00,2022-11-27 20:30:00,Smartphone
ANES 2020-22 Social Media Study 20230705,933,1,74,VA,1,1,7,1,-1,1,2,-1,4,5,1,2,2,2,2022-11-10 21:17:00,2022-11-10 21:51:00,Smartphone
ANES 2020-22 Social Media Study 20230705,934,2,48,TN,12,1,6,1,-1,3,2,-1,3,5,1,2,2,2,2022-11-10 14:31:00,2022-11-10 15:07:00,Smartphone
ANES 2020-22 Social Media Study 20230705,935,2,68,AZ,10,1,2,1,-1,4,1,1,5,3,2,1,2,2,2022-11-10 19:38:00,2022-11-10 20:02:00,Desktop
ANES 2020-22 Social Media Study 20230705,938,1,51,CA,1,1,-6,1,-1,4,1,1,5,3,2,1,2,1,2022-11-10 13:41:00,2022-11-10 14:06:00,Smartphone
ANES 2020-22 Social Media Study 20230705,939,2,49,TX,2,1,-6,1,-1,4,1,2,2,4,1,1,2,2,2022-11-10 21:47:00,2022-11-10 22:11:00,Smartphone
ANES 2020-22 Social Media Study 20230705,940,2,47,FL,12,1,-6,1,-1,1,2,-1,5,5,1,1,2,2,2022-11-11 17:15:00,2022-11-11 18:01:00,Smartphone
ANES 2020-22 Social Media Study 20230705,941,1,56,AL,11,1,-6,1,-1,4,1,1,5,1,1,2,2,2,2022-11-11 18:55:00,2022-11-11 20:14:00,Desktop
ANES 2020-22 Social Media Study 20230705,942,2,46,AR,1,1,-6,1,-1,4,2,-1,3,3,2,2,2,2,2022-11-10 14:55:00,2022-11-10 15:09:00,Smartphone
ANES 2020-22 Social Media Study 20230705,943,1,52,OH,12,1,-6,1,-1,4,1,1,5,1,2,2,2,2,2022-11-10 17:58:00,2022-11-10 18:15:00,Desktop
ANES 2020-22 Social Media Study 20230705,945,2,32,NY,11,1,-6,1,-1,2,2,-1,5,3,1,1,2,2,2022-11-10 19:17:00,2022-11-10 19:37:00,Smartphone
ANES 2020-22 Social Media Study 20230705,946,1,66,NC,2,1,-6,1,-1,4,1,2,2,5,-7,-7,-7,2,2022-11-10 20:09:00,2022-11-10 20:31:00,Desktop
ANES 2020-22 Social Media Study 20230705,947,2,30,MI,9,1,-6,1,-1,4,1,3,2,5,1,2,1,2,2022-11-17 13:17:00,2022-11-17 13:34:00,Smartphone
ANES 2020-22 Social Media Study 20230705,948,1,45,SD,2,1,-6,1,-1,4,1,2,4,5,2,2,2,2,2022-11-11 19:22:00,2022-11-11 19:44:00,Desktop
ANES 2020-22 Social Media Study 20230705,950,2,67,WA,9,1,3,1,-1,4,1,1,5,2,2,2,2,1,2022-11-10 14:31:00,2022-11-10 14:59:00,Tablet
ANES 2020-22 Social Media Study 20230705,951,2,21,AZ,12,1,-6,2,-1,2,2,-1,5,5,1,1,1,2,2022-12-16 14:35:00,2022-12-16 16:26:00,Smartphone
ANES 2020-22 Social Media Study 20230705,952,1,70,DE,1,1,-6,1,-1,4,1,1,4,2,1,-7,-7,1,2022-11-16 08:31:00,2022-11-16 09:25:00,Desktop
ANES 2020-22 Social Media Study 20230705,954,1,71,PA,2,1,-6,1,-1,4,1,1,5,1,2,-7,-7,-7,2022-11-09 13:59:00,2022-11-09 14:38:00,Desktop
ANES 2020-22 Social Media Study 20230705,957,2,51,MI,1,1,-6,1,-1,4,1,2,5,4,1,2,2,2,2022-11-10 20:48:00,2022-11-10 21:08:00,Desktop
ANES 2020-22 Social Media Study 20230705,958,2,69,TX,1,1,-6,1,-1,4,1,1,5,1,-1,-1,-1,-1,2022-11-10 13:45:00,2022-11-10 14:06:00,Desktop
ANES 2020-22 Social Media Study 20230705,960,1,47,CO,9,1,-6,1,-1,4,1,1,5,3,2,2,2,2,2022-11-10 14:59:00,2022-11-10 15:14:00,Desktop
ANES 2020-22 Social Media Study 20230705,965,2,56,MI,2,1,-6,1,-1,4,1,1,5,2,-7,1,-7,-7,2022-11-13 15:10:00,2022-11-17 14:19:00,Smartphone
ANES 2020-22 Social Media Study 20230705,966,2,44,WA,11,1,-6,1,-1,2,2,-1,5,4,1,2,2,2,2022-11-10 13:31:00,2022-11-10 14:09:00,Desktop
ANES 2020-22 Social Media Study 20230705,968,1,54,WA,11,1,-6,1,-1,4,1,2,5,5,1,1,2,2,2022-11-27 07:28:00,2022-11-27 08:14:00,Desktop
ANES 2020-22 Social Media Study 20230705,969,2,44,TX,11,1,-6,1,-1,4,1,3,4,5,2,2,2,2,2022-11-11 13:35:00,2022-11-11 14:09:00,Smartphone
ANES 2020-22 Social Media Study 20230705,971,1,61,NJ,1,1,-6,1,-1,4,1,3,4,5,1,2,2,2,2022-11-09 13:17:00,2022-11-09 13:36:00,Desktop
ANES 2020-22 Social Media Study 20230705,972,1,49,OR,2,1,-6,1,-1,4,1,2,5,5,1,2,2,2,2022-11-14 21:38:00,2022-11-14 22:45:00,Desktop
ANES 2020-22 Social Media Study 20230705,973,2,54,VA,1,1,-6,1,-1,4,1,1,5,2,1,1,1,1,2022-11-09 12:46:00,2022-11-09 14:34:00,Smartphone
ANES 2020-22 Social Media Study 20230705,975,1,35,PA,12,1,-6,1,-1,4,1,2,5,5,1,1,2,2,2022-11-09 13:17:00,2022-11-09 13:44:00,Desktop
ANES 2020-22 Social Media Study 20230705,976,2,38,CA,2,1,-6,1,-1,4,1,1,5,3,1,1,1,2,2022-11-10 14:59:00,2022-11-10 15:32:00,Desktop
ANES 2020-22 Social Media Study 20230705,977,1,36,MA,12,1,-6,1,-1,4,1,1,5,3,2,1,2,1,2022-11-09 15:30:00,2022-11-09 15:56:00,Smartphone
ANES 2020-22 Social Media Study 20230705,978,2,28,MI,11,1,-6,1,-1,2,1,2,3,3,1,2,2,2,2022-11-10 16:26:00,2022-11-10 16:42:00,Smartphone
ANES 2020-22 Social Media Study 20230705,979,1,67,CA,9,1,-6,1,-1,1,2,-1,5,4,1,2,2,1,2022-11-14 09:49:00,2022-11-14 10:39:00,Smartphone
ANES 2020-22 Social Media Study 20230705,980,2,36,CA,9,1,-6,1,-1,4,1,1,5,2,1,2,2,2,2022-11-12 07:02:00,2022-11-12 08:02:00,Smartphone
ANES 2020-22 Social Media Study 20230705,981,2,67,MN,1,1,-6,1,-1,4,1,2,5,5,1,-7,-7,-7,2022-11-11 11:04:00,2022-11-11 11:31:00,Smartphone
ANES 2020-22 Social Media Study 20230705,982,2,44,CA,2,1,-6,1,-1,4,1,1,5,3,1,1,2,1,2022-12-22 19:43:00,2022-12-22 19:57:00,Smartphone
ANES 2020-22 Social Media Study 20230705,983,2,31,OK,12,1,-6,2,-1,1,2,-1,3,2,1,2,2,2,2022-11-10 19:37:00,2022-11-10 19:50:00,Smartphone
ANES 2020-22 Social Media Study 20230705,984,2,42,MD,1,1,-6,1,-1,4,1,1,5,3,2,2,1,1,2022-11-10 19:22:00,2022-11-10 19:44:00,Smartphone
ANES 2020-22 Social Media Study 20230705,985,1,48,MA,2,1,-6,1,-1,3,2,-1,2,2,1,2,2,2,2022-11-10 15:18:00,2022-11-10 16:01:00,Desktop
ANES 2020-22 Social Media Study 20230705,986,1,72,UT,14,1,-6,1,-1,4,1,2,4,5,2,2,2,2,2022-11-11 21:20:00,2022-11-11 22:09:00,Desktop
ANES 2020-22 Social Media Study 20230705,987,2,45,AL,2,1,-6,1,-1,4,1,1,5,1,1,1,1,1,2022-11-10 18:04:00,2022-11-11 08:42:00,Smartphone
ANES 2020-22 Social Media Study 20230705,988,2,60,GA,11,1,-6,1,-1,4,1,1,5,1,1,2,-7,-7,2022-11-22 18:41:00,2022-11-22 19:41:00,Desktop
ANES 2020-22 Social Media Study 20230705,990,1,74,AL,2,1,-6,1,-1,4,1,2,2,5,1,2,2,2,2022-11-10 17:18:00,2022-11-10 19:32:00,Desktop
ANES 2020-22 Social Media Study 20230705,991,1,62,MD,14,1,-6,1,-1,2,1,3,5,3,1,2,2,2,2022-11-10 18:03:00,2022-11-10 18:18:00,Desktop
ANES 2020-22 Social Media Study 20230705,992,1,62,MO,12,1,-6,2,-1,1,2,-1,5,5,2,2,2,2,2022-11-10 21:18:00,2022-11-14 20:21:00,Smartphone
ANES 2020-22 Social Media Study 20230705,994,1,69,AL,1,1,-6,1,-1,4,1,1,5,2,-7,1,-7,2,2022-11-11 11:22:00,2022-11-11 12:18:00,Smartphone
ANES 2020-22 Social Media Study 20230705,997,1,30,NV,2,1,-6,1,-1,4,1,2,1,5,1,1,1,1,2022-11-10 20:29:00,2022-11-10 20:48:00,Smartphone
ANES 2020-22 Social Media Study 20230705,998,1,29,IL,14,1,3,1,-1,1,2,-1,5,5,1,1,1,1,2022-11-25 11:29:00,2022-11-25 12:09:00,Desktop
ANES 2020-22 Social Media Study 20230705,999,1,63,CA,2,1,-6,1,-1,4,1,1,5,2,-1,-1,-1,-1,2022-11-10 14:28:00,2022-11-10 15:03:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1000,1,64,MI,12,1,-6,1,-1,4,1,1,5,2,1,2,2,1,2022-11-09 14:11:00,2022-11-13 09:37:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1001,1,33,OR,11,1,-6,1,-1,1,2,-1,2,4,2,2,2,2,2022-11-19 08:08:00,2022-11-19 08:37:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1002,2,46,CA,1,1,-6,1,-1,4,1,1,5,3,2,1,2,1,2022-11-10 17:32:00,2022-11-10 18:04:00,Desktop
ANES 2020-22 Social Media Study 20230705,1003,2,41,WI,1,1,4,3,-1,1,2,-1,4,5,1,1,1,2,2022-11-12 21:02:00,2022-11-12 21:48:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1007,1,69,MD,14,1,-6,1,-1,4,1,1,5,2,1,2,2,2,2022-11-10 16:34:00,2022-11-10 17:10:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1008,2,38,IN,12,1,-6,1,-1,4,1,1,5,2,1,2,2,2,2022-11-10 15:27:00,2022-11-10 18:24:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1010,1,71,MS,1,1,-6,1,-1,4,1,2,3,4,1,2,2,2,2022-11-13 12:50:00,2022-11-15 13:03:00,Desktop
ANES 2020-22 Social Media Study 20230705,1011,1,49,OK,1,1,-6,1,-1,4,1,2,4,4,2,1,2,1,2022-11-13 07:31:00,2022-12-14 12:39:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1012,2,54,TX,14,1,-6,1,-1,2,2,-1,4,3,2,2,2,2,2022-11-28 05:46:00,2022-11-28 06:15:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1013,1,63,MN,11,1,-6,1,-1,4,1,1,5,3,1,1,2,2,2022-11-10 22:57:00,2022-11-10 23:38:00,Desktop
ANES 2020-22 Social Media Study 20230705,1014,2,75,WA,1,1,-6,1,-1,4,1,2,2,5,1,1,2,2,2022-11-11 10:17:00,2022-11-11 10:42:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1015,2,49,AL,1,1,-6,1,-1,4,1,3,4,4,1,2,2,2,2022-11-17 22:35:00,2022-11-18 10:28:00,Desktop
ANES 2020-22 Social Media Study 20230705,1016,2,53,VA,11,1,-6,1,-1,4,1,1,5,1,1,1,2,1,2022-11-11 14:49:00,2022-11-11 15:57:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1017,2,47,SC,11,1,-6,2,-1,1,2,-1,5,4,2,2,-7,1,2022-11-10 16:13:00,2022-11-10 16:31:00,Desktop
ANES 2020-22 Social Media Study 20230705,1018,1,55,NJ,2,1,5,1,-1,4,1,2,3,5,1,2,2,2,2022-11-10 20:38:00,2022-11-10 20:57:00,Desktop
ANES 2020-22 Social Media Study 20230705,1019,2,55,VA,1,1,4,1,-1,4,1,1,5,2,1,1,-7,-7,2022-11-10 19:40:00,2022-11-11 18:50:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1020,2,50,TX,2,1,2,1,-1,4,1,1,4,3,1,2,2,2,2022-12-10 07:02:00,2022-12-10 07:26:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1021,1,59,CA,9,1,-6,1,-1,4,1,1,5,3,1,1,2,2,2022-11-14 12:50:00,2022-11-14 13:12:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1023,2,32,VA,2,1,-6,1,-1,4,1,1,5,3,1,1,2,2,2022-11-13 02:19:00,2022-11-13 02:37:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1024,1,42,NY,1,1,-6,1,-1,4,1,2,4,5,1,1,2,1,2022-11-10 20:52:00,2022-11-10 21:16:00,Desktop
ANES 2020-22 Social Media Study 20230705,1026,2,71,OH,9,1,-6,1,-1,4,1,1,5,1,1,2,2,2,2022-11-10 15:13:00,2022-11-10 15:45:00,Desktop
ANES 2020-22 Social Media Study 20230705,1027,2,26,AL,12,1,-6,1,-1,3,2,-1,5,2,1,2,2,2,2022-12-16 13:51:00,2022-12-19 18:49:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1028,1,41,CA,1,1,-6,1,-1,4,1,2,4,4,1,1,1,1,2022-11-09 14:07:00,2022-11-09 14:41:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1031,2,58,NY,11,1,-6,1,-1,4,1,2,3,5,1,1,2,2,2022-11-09 14:11:00,2022-11-09 14:36:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1032,1,80,CA,14,1,-6,1,-1,4,1,2,2,5,2,2,2,2,2022-11-14 10:48:00,2022-11-14 11:33:00,Desktop
ANES 2020-22 Social Media Study 20230705,1033,2,32,OR,11,1,-6,1,-1,4,1,1,5,4,1,1,1,1,2022-11-17 21:13:00,2022-11-17 21:37:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1034,1,68,OH,1,1,5,1,-1,4,1,2,3,5,2,2,2,2,2022-11-21 21:51:00,2022-11-21 23:00:00,Desktop
ANES 2020-22 Social Media Study 20230705,1035,1,67,VA,12,1,-6,1,-1,4,1,2,2,5,1,2,2,2,2022-11-11 15:19:00,2022-11-11 16:00:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1036,1,32,IN,1,1,-6,1,-1,3,2,-1,5,5,2,2,2,2,2022-11-16 22:58:00,2022-11-21 21:05:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1037,1,71,OK,2,1,2,1,-1,4,1,1,5,1,1,2,2,2,2022-11-11 11:31:00,2022-11-11 12:53:00,Desktop
ANES 2020-22 Social Media Study 20230705,1039,2,56,TX,1,1,-6,1,-1,3,2,-1,4,5,1,1,-7,-7,2022-11-11 03:25:00,2022-11-11 03:50:00,Desktop
ANES 2020-22 Social Media Study 20230705,1040,1,45,PA,2,1,4,1,-1,4,1,1,5,4,1,2,2,2,2022-11-09 13:17:00,2022-11-09 13:37:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1041,1,42,MN,9,1,-6,1,-1,4,1,1,5,3,1,-7,-7,1,2022-11-11 19:02:00,2022-11-11 19:45:00,Desktop
ANES 2020-22 Social Media Study 20230705,1042,1,67,NJ,11,1,-6,1,-1,4,1,1,5,1,-1,-1,-1,-1,2022-11-10 22:04:00,2022-11-10 22:23:00,Desktop
ANES 2020-22 Social Media Study 20230705,1043,1,47,UT,14,1,-6,1,-1,4,1,2,5,5,2,2,2,2,2022-11-11 15:35:00,2022-11-11 15:54:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1044,2,29,OR,9,1,-6,1,-1,4,1,1,3,3,1,2,2,2,2022-11-11 02:11:00,2022-11-11 02:24:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1045,1,46,IA,12,1,-6,1,-1,4,1,2,4,5,1,1,1,1,2022-11-14 22:05:00,2022-11-14 22:21:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1047,2,26,NY,9,1,-6,1,-1,4,1,1,5,2,2,1,2,2,2022-11-10 22:09:00,2022-11-10 22:23:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1050,1,62,CA,11,1,-6,1,-1,4,1,2,4,5,-1,-1,-1,-1,2022-11-10 16:11:00,2022-11-10 16:38:00,Desktop
ANES 2020-22 Social Media Study 20230705,1051,1,73,GA,1,1,-6,1,-1,4,2,-1,5,2,1,-7,-7,-7,2022-11-11 02:35:00,2022-11-11 03:18:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1053,1,31,CO,11,1,-6,1,-1,3,2,-1,4,5,-1,-1,-1,-1,2022-11-10 12:46:00,2022-11-10 13:00:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1055,1,37,WI,1,1,-6,2,-1,1,2,-1,5,5,1,2,2,2,2022-11-12 11:03:00,2022-11-12 11:37:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1056,2,32,ME,2,1,-6,1,-1,4,1,1,5,3,1,2,2,-7,2022-11-12 15:16:00,2022-11-14 18:46:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1057,2,52,IN,11,1,-6,1,-1,4,1,2,1,5,2,-7,-7,-7,2022-11-10 19:49:00,2022-12-16 15:25:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1058,2,64,IN,1,1,6,1,-1,4,1,2,3,5,1,2,2,2,2022-11-10 18:36:00,2022-11-10 19:00:00,Desktop
ANES 2020-22 Social Media Study 20230705,1059,2,70,CA,2,1,-6,1,-1,4,1,1,5,1,-1,-1,-1,-1,2022-11-13 16:10:00,2022-11-13 17:18:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1060,1,36,MI,11,1,-6,1,-1,4,1,2,5,5,1,1,2,2,2022-11-10 16:15:00,2022-11-10 16:37:00,Desktop
ANES 2020-22 Social Media Study 20230705,1061,1,39,CO,10,1,-6,1,-1,4,1,2,4,5,2,2,2,2,2022-11-25 15:48:00,2022-11-25 16:06:00,Desktop
ANES 2020-22 Social Media Study 20230705,1063,2,30,ID,14,1,5,1,-1,4,1,2,3,5,1,1,2,2,2022-11-14 11:41:00,2022-11-14 11:58:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1064,2,38,GA,12,1,-6,1,-1,4,1,2,5,5,1,2,2,2,2022-11-12 17:28:00,2022-11-12 17:58:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1065,1,46,AL,1,1,-6,1,-1,4,1,2,3,5,1,2,2,2,2022-11-17 16:45:00,2022-11-17 17:26:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1066,2,75,OR,14,1,-6,1,-1,4,1,1,5,2,-1,-1,-1,-1,2022-11-10 14:41:00,2022-11-10 15:05:00,Desktop
ANES 2020-22 Social Media Study 20230705,1067,1,62,NY,10,1,-6,1,-1,4,1,1,5,4,1,2,2,2,2022-11-13 08:24:00,2022-11-25 09:28:00,Desktop
ANES 2020-22 Social Media Study 20230705,1068,1,60,UT,14,1,-6,1,-1,4,1,2,4,5,2,-7,-7,2,2022-11-19 14:20:00,2022-11-19 14:41:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1070,2,37,PA,11,1,-6,1,-1,3,2,-1,3,4,1,2,1,2,2022-11-11 08:33:00,2022-11-11 08:53:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1071,2,62,TX,2,1,-6,1,-1,4,1,2,4,5,1,1,2,2,2022-11-10 16:11:00,2022-11-10 16:41:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1072,1,76,IN,10,1,-6,1,-1,4,1,1,5,1,1,1,2,1,2022-11-10 15:25:00,2022-11-12 10:02:00,Desktop
ANES 2020-22 Social Media Study 20230705,1073,2,29,VA,11,1,-6,1,-1,4,1,1,5,3,1,1,2,2,2022-11-10 21:08:00,2022-11-10 21:23:00,Desktop
ANES 2020-22 Social Media Study 20230705,1077,1,37,MN,1,1,-6,1,-1,4,1,2,5,4,2,2,2,2,2022-11-12 18:50:00,2022-11-21 21:43:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1078,2,21,CA,2,1,-6,1,-1,2,2,-1,3,4,1,1,1,1,2022-11-10 21:08:00,2022-11-10 21:18:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1079,1,71,NV,14,1,-6,1,-1,4,1,1,5,2,2,2,2,2,2022-11-09 19:22:00,2022-11-09 19:53:00,Desktop
ANES 2020-22 Social Media Study 20230705,1080,2,68,OH,11,1,-6,1,-1,1,1,2,2,5,-1,-1,-1,-1,2022-11-09 12:29:00,2022-11-09 12:52:00,Desktop
ANES 2020-22 Social Media Study 20230705,1081,2,62,TX,11,1,-6,1,-1,4,1,1,5,2,2,2,2,2,2022-11-10 16:42:00,2022-11-11 12:29:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1082,2,66,TX,11,1,-6,1,-1,4,2,-1,5,3,1,2,2,2,2022-11-10 22:54:00,2022-11-10 23:31:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1083,1,36,VA,9,1,-6,1,-1,1,2,-1,5,3,2,2,2,2,2022-11-21 20:35:00,2022-11-21 20:52:00,Desktop
ANES 2020-22 Social Media Study 20230705,1085,2,41,MA,2,1,3,1,-1,1,1,-7,5,5,2,1,2,2,2022-11-10 17:53:00,2022-11-10 18:32:00,Desktop
ANES 2020-22 Social Media Study 20230705,1086,1,70,NE,1,1,-6,1,-1,4,1,2,4,4,1,2,2,2,2022-11-10 15:50:00,2022-11-10 16:29:00,Desktop
ANES 2020-22 Social Media Study 20230705,1087,1,70,NY,9,1,-6,1,-1,4,1,1,5,2,2,2,2,2,2022-11-11 08:19:00,2022-11-11 08:52:00,Desktop
ANES 2020-22 Social Media Study 20230705,1088,1,40,ME,10,1,-6,1,-1,4,1,3,5,2,2,2,2,2,2022-11-10 23:02:00,2022-11-10 23:22:00,Desktop
ANES 2020-22 Social Media Study 20230705,1089,2,40,MI,10,1,-6,1,-1,4,1,1,5,3,1,2,1,2,2022-11-12 15:19:00,2022-11-12 15:38:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1091,1,53,WI,12,1,-6,1,-1,1,-7,-1,2,4,-1,-1,-1,-1,2022-11-11 17:34:00,2022-11-11 17:58:00,Desktop
ANES 2020-22 Social Media Study 20230705,1093,1,47,MI,1,1,-6,1,-1,4,1,1,5,3,1,2,2,2,2022-11-12 16:47:00,2022-11-12 17:21:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1094,1,77,RI,1,1,-6,1,-1,4,1,1,5,1,2,2,2,2,2022-11-11 17:55:00,2022-11-11 18:34:00,Desktop
ANES 2020-22 Social Media Study 20230705,1095,1,38,PA,2,1,-6,1,-1,4,1,2,4,3,1,1,1,1,2022-11-14 10:58:00,2022-11-16 13:43:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1096,1,44,CA,1,1,-6,1,-1,4,1,2,4,5,1,2,2,2,2022-11-13 09:26:00,2022-11-13 09:57:00,Desktop
ANES 2020-22 Social Media Study 20230705,1099,1,68,FL,1,1,-6,1,-1,4,1,1,5,2,1,-7,-7,1,2022-11-10 17:53:00,2022-11-10 18:32:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1101,1,46,CO,11,1,-6,1,-1,4,1,1,5,3,1,1,2,1,2022-11-12 13:00:00,2022-11-12 13:26:00,Desktop
ANES 2020-22 Social Media Study 20230705,1102,2,65,NY,1,1,-6,1,-1,4,1,2,3,4,-1,-1,-1,-1,2022-11-10 22:41:00,2022-11-10 23:14:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1103,1,80,LA,1,1,-6,1,-1,4,1,2,2,5,-7,1,-7,-7,2022-11-10 18:56:00,2022-11-10 19:22:00,Desktop
ANES 2020-22 Social Media Study 20230705,1104,1,77,CA,12,1,-6,1,-1,4,1,2,5,3,2,2,2,2,2022-11-11 10:20:00,2022-11-11 11:20:00,Desktop
ANES 2020-22 Social Media Study 20230705,1105,1,25,IA,9,1,1,1,-1,4,1,1,5,1,1,1,1,1,2022-11-25 20:31:00,2022-11-25 20:47:00,Smartphone
ANES 2020-22 Social Media Study 20230705,1106,2,70,OR,10,1,-6,1,-1,4,1,1,5,1,-1,-1,-1,-1,2022-11-10 23:52:00,2022-11-11 00:11:00,Desktop
ANES 2020-22 Social Media Study 20230705,1107,2,65,MD,2,1,-6,1,-1,4,1,1,5,2,-1,-1,-1,-1,2022-11-11 12:07:00,2022-11-11 12:37:00,Desktop
ANES 2020-22 Social Media Study 20230705,1108,2,61,FL,10,1,-6,1,-1,4,1,1,5,2,-1,-1,-1,-1,2022-11-10 16:40:00,2022-11-10 16:58:00,Desktop
ANES 2020-22 Social Media Study 20230705,1109,1,75,NV,2,1,-6,1,-1,4,1,1,5,3,1,2,2,2,2022-11-21 09:58:00,2022-11-21 10:29:00,Desktop
